,status_bbb,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
465,1.0,CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,UMMYPDFDLDVDCZ-UHFFFAOYSA-N,UMMYPDFDLDVDCZ
466,1.0,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,ALFGKMXHOUSVAD-UHFFFAOYSA-N,ALFGKMXHOUSVAD
467,1.0,O=C(CN1CCC23CCCC[C@@H]2C1Cc1ccc(O)cc13)c1ccccc1,RCYBMSQOSGJZLO-CKQIISDPSA-N,RCYBMSQOSGJZLO
468,1.0,O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,IUJQOUHDFKALCY-UHFFFAOYSA-N,IUJQOUHDFKALCY
469,1.0,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,UTEFBSAVJNEPTR-RGEXLXHISA-N,UTEFBSAVJNEPTR
470,1.0,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@H]43)CC2)c1,BNRMWKUVWLKDQJ-QAPCUYQASA-N,BNRMWKUVWLKDQJ
471,1.0,CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)[C@H]3C1,MJRPHRMGEKCADU-WBFHCKIUSA-N,MJRPHRMGEKCADU
472,1.0,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,RCPMGOCZIHMTRD-UHFFFAOYSA-N,RCPMGOCZIHMTRD
473,1.0,CCOC(=O)OC1(C(=O)OCCl)CC[C@H]2[C@@H]3CC=C4CC(=O)C=CC4(C)[C@H]3C(O)CC21C,FBBYEJJQINKJNE-ILZPYTMKSA-N,FBBYEJJQINKJNE
474,1.0,CN1c2cc(F)ccc2C(c2ccccc2)=NC[C@@H]1CNC(=O)c1ccoc1,QJSCDZOUCFWCKD-GOSISDBHSA-N,QJSCDZOUCFWCKD
475,1.0,CC[C@H](C)C(C)(COC(N)=O)COC(N)=O,LEROTMJVBFSIMP-ZETCQYMHSA-N,LEROTMJVBFSIMP
476,1.0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=CC4(C)C3(Cl)[C@@H](Cl)CC2(C)C1(O)C(=O)CO,RRQHHIBLUPFNJL-UYWGRENSSA-N,RRQHHIBLUPFNJL
477,1.0,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,DKMFBWQBDIGMHM-UHFFFAOYSA-N,DKMFBWQBDIGMHM
478,1.0,CCC[C@H](C)C1(CCSC)C(=O)NC(=S)NC1=O,KEMCRVSPPRNENL-QMMMGPOBSA-N,KEMCRVSPPRNENL
479,1.0,CC1=CC[C@@H]2C3Cc4ccc(O)c5c4C2(CCN3C)[C@H]1O5,CUFWYVOFDYVCPM-GOROCZSXSA-N,CUFWYVOFDYVCPM
480,1.0,CO[C@H]1CC[C@@H]2C3Cc4ccc(O)c5c4C2(CCN3C)[C@@H]1O5,QKWBBJJDJIZUKM-LICMJNJFSA-N,QKWBBJJDJIZUKM
481,1.0,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,BAQLUVXNKOTTHU-UHFFFAOYSA-N,BAQLUVXNKOTTHU
482,1.0,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,BQDBKDMTIJBJLA-UHFFFAOYSA-N,BQDBKDMTIJBJLA
483,1.0,COC(=O)C1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@H]1OC,FPGCYQVKNKEGRQ-XYOJJGIMSA-N,FPGCYQVKNKEGRQ
484,1.0,COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2,GXGQMMZHTFRNBT-UHFFFAOYSA-N,GXGQMMZHTFRNBT
485,1.0,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,GVXBHSBKKJRBMS-UHFFFAOYSA-N,GVXBHSBKKJRBMS
486,1.0,C[C@H]1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,ANUCDXCTICZJRH-FAQQKDIKSA-N,ANUCDXCTICZJRH
487,1.0,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BYBLEWFAAKGYCD-GOSISDBHSA-N,BYBLEWFAAKGYCD
488,1.0,N=C1NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,KYWMWUUMCDZISK-UHFFFAOYSA-N,KYWMWUUMCDZISK
489,1.0,NC(=O)C[S+](O)C(c1ccccc1)c1ccccc1,UFECIDQLNWVAQA-UHFFFAOYSA-O,UFECIDQLNWVAQA
490,1.0,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CCl,ADDZRWYKTHEDLJ-UYWGRENSSA-N,ADDZRWYKTHEDLJ
491,1.0,O=C1N[C@@H]2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,PXUIZULXJVRBPC-SANMLTNESA-N,PXUIZULXJVRBPC
492,1.0,COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,CWCAUFWLFIUQHP-UHFFFAOYSA-N,CWCAUFWLFIUQHP
493,1.0,CNC(=O)O[C@@H]1OC(=O)C2(C)C3C=CC(C3)[C@H]12,MXOODDWXGVXURP-UTQCLQJWSA-N,MXOODDWXGVXURP
494,1.0,Cc1cc(-c2ccc(O)cc2)nnc1NCCN1CCOCC1,ADRHYFBXMFKHDO-UHFFFAOYSA-N,ADRHYFBXMFKHDO
495,1.0,CCCCC[C@H](C)[C@H](C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2C[C@@H](C)CC1,DRVZFWZGQKGHQO-QKDODKLFSA-N,DRVZFWZGQKGHQO
496,1.0,O=C(Cn1ccnc1)c1ccc2ccccc2c1,ITPVLJQRUQVNSD-UHFFFAOYSA-N,ITPVLJQRUQVNSD
497,1.0,CN=C(Cc1ccc2ccccc2c1)NC,NAHCWQNNENHGNH-UHFFFAOYSA-N,NAHCWQNNENHGNH
498,1.0,C[C@H](Oc1cccc2ccccc12)C(N)=NO,KLWGWDOTUDKLKT-VIFPVBQESA-N,KLWGWDOTUDKLKT
499,1.0,O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1,VEUGOXRZHKYDED-UHFFFAOYSA-N,VEUGOXRZHKYDED
500,1.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,NOIIUHRQUVNIDD-UHFFFAOYSA-N,NOIIUHRQUVNIDD
501,1.0,C/C=C\[C@@H]1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)[C@H]1CC=C4CC(=O)CCC4(C)[C@H]1[C@@H](O)CC23C,LITDSCULKDLDGQ-DXIIUXENSA-N,LITDSCULKDLDGQ
502,1.0,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,GWUSZQUVEVMBPI-UHFFFAOYSA-N,GWUSZQUVEVMBPI
503,1.0,CC[C@H](C)C(C)(COC(N)=O)COC(=O)NC(C)C,CBDPCXYQNVDTMW-NKUHCKNESA-N,CBDPCXYQNVDTMW
504,1.0,CNCC[C@H](Oc1ccccc1OC)c1ccccc1,ITJNARMNRKSWTA-HNNXBMFYSA-N,ITJNARMNRKSWTA
505,1.0,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,AZFZKANGXPSDEA-NVNXTCNLSA-N,AZFZKANGXPSDEA
506,1.0,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,XXPANQJNYNUNES-AWEZNQCLSA-N,XXPANQJNYNUNES
507,1.0,CCCCCCCCCNc1ncnc2[nH]ccc12,SAZVHJCXDDFMOS-UHFFFAOYSA-N,SAZVHJCXDDFMOS
508,1.0,CN(C)CCON=C1c2ccccc2CCc2ccccc21,GPTURHKXTUDRPC-UHFFFAOYSA-N,GPTURHKXTUDRPC
509,1.0,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,ZZQNEJILGNNOEP-UHFFFAOYSA-N,ZZQNEJILGNNOEP
510,1.0,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,OQJFBUOFGHPMSR-UHFFFAOYSA-N,OQJFBUOFGHPMSR
511,1.0,O=C(CN1CC[C@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1,FAHGZANUNVVDFL-GBXCKJPGSA-N,FAHGZANUNVVDFL
512,1.0,CC(C)N1CCO[C@@H](c2ccc(C(F)(F)F)cc2)C1,GGWKBZCSKXNQCG-CYBMUJFWSA-N,GGWKBZCSKXNQCG
513,1.0,C[C@@H](Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,LXPCOISGJFXEJE-BUSXIPJBSA-N,LXPCOISGJFXEJE
514,1.0,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,LDCYZAJDBXYCGN
515,1.0,CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,VBEZUCAXMREMFB-UHFFFAOYSA-N,VBEZUCAXMREMFB
516,1.0,CC(C)CCC(=O)C[C@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,HIUPRQPBWVEQJJ-IBGZPJMESA-N,HIUPRQPBWVEQJJ
517,1.0,Nc1cc(OCC2CC2)c(C(=O)N[C@@H]2CN3CCC2CC3)cc1Cl,DBQMQBCSKXTCIJ-MRXNPFEDSA-N,DBQMQBCSKXTCIJ
518,1.0,O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1,AQFFJGJVFJCQQL-UHFFFAOYSA-N,AQFFJGJVFJCQQL
519,1.0,O=C(C[C@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2,DPGKFACWOCLTCA-IBGZPJMESA-N,DPGKFACWOCLTCA
520,1.0,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,MDLAAYDRRZXJIF-UHFFFAOYSA-N,MDLAAYDRRZXJIF
521,1.0,CC([C@H](C)OC(N)=O)[C@H](C)OC(N)=O,XAIVVICFVUFHEP-WDSKDSINSA-N,XAIVVICFVUFHEP
522,1.0,CCC(C(=O)NC(N)=O)c1ccccc1,AJOQSQHYDOFIOX-UHFFFAOYSA-N,AJOQSQHYDOFIOX
523,1.0,O=C(O)c1ccccc1Oc1ccccc1,PKRSYEPBQPFNRB-UHFFFAOYSA-N,PKRSYEPBQPFNRB
524,1.0,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,ILORKHQGIMGDFN-UHFFFAOYSA-N,ILORKHQGIMGDFN
525,1.0,c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1,AMEWZCMTSIONOX-UHFFFAOYSA-N,AMEWZCMTSIONOX
526,1.0,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,BTFMCMVEUCGQDX-UHFFFAOYSA-N,BTFMCMVEUCGQDX
527,1.0,CN(C)CCC1(C)OCCC2=C1c1ccccc1C2,PMLYYKUIFGABNF-UHFFFAOYSA-N,PMLYYKUIFGABNF
528,1.0,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,IHEHEFLXQFOQJO-UHFFFAOYSA-N,IHEHEFLXQFOQJO
529,1.0,CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,FTJLKTBLZOULCL-UHFFFAOYSA-N,FTJLKTBLZOULCL
530,1.0,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,ZULJGOSFKWFVRX-UHFFFAOYSA-N,ZULJGOSFKWFVRX
531,1.0,CCN(CC)CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,BHODWFWZFVVHAG-LWMLVZKTSA-N,BHODWFWZFVVHAG
532,1.0,CC(C)(C)CC(=O)OCC(=O)C1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=CC4(C)[C@H]3C(O)CC21C,AEQGYUJKXATLBW-RIKBCNANSA-N,AEQGYUJKXATLBW
533,1.0,CC(=O)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CCC4(C)[C@H]3CCC12C,OZZAYJQNMKMUSD-KWEMASLGSA-N,OZZAYJQNMKMUSD
534,1.0,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,QTGAJCQTLIRCFL-UHFFFAOYSA-N,QTGAJCQTLIRCFL
535,1.0,C[C@@H](CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,YFLBETLXDPBWTD-LBPRGKRZSA-N,YFLBETLXDPBWTD
536,1.0,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,JMIUUTJADPMZTQ-UHFFFAOYSA-N,JMIUUTJADPMZTQ
537,1.0,CN(C)CCC=C1c2ccccc2Sc2ccccc21,JJSMYTSEKDSFKK-UHFFFAOYSA-N,JJSMYTSEKDSFKK
538,1.0,C=CCC1(C[C@H](C)O)C(=O)NC(=O)NC1=O,VNLMRPAWAMPLNZ-LURJTMIESA-N,VNLMRPAWAMPLNZ
539,1.0,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N,QVDSEJDULKLHCG
540,1.0,CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C,XAZVHBVUJRRLHH-UHFFFAOYSA-N,XAZVHBVUJRRLHH
541,1.0,Oc1coc(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)n1,WIWFLLZIYQXQEW-UHFFFAOYSA-N,WIWFLLZIYQXQEW
542,1.0,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,YSGASDXSLKIKOD-UHFFFAOYSA-N,YSGASDXSLKIKOD
543,1.0,CCC(=O)C1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4(C)[C@H]3[C@@H](O)CC21C,HZWXISQXZYSJQB-AREZKYCQSA-N,HZWXISQXZYSJQB
544,1.0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,PCOBBVZJEWWZFR-UHFFFAOYSA-N,PCOBBVZJEWWZFR
545,1.0,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,KYHFRCPLIGODFH-UHFFFAOYSA-N,KYHFRCPLIGODFH
546,1.0,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,GUDVQJXODNJRIJ-IRXDYDNUSA-N,GUDVQJXODNJRIJ
547,1.0,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,YFHYNLHGFKXAIQ-UHFFFAOYSA-N,YFHYNLHGFKXAIQ
548,1.0,O=C1CCN=C2C[C@@H](c3ccccc3)CN12,JFKIAPMUYQUVHX-LLVKDONJSA-N,JFKIAPMUYQUVHX
549,1.0,O=C1CCC(C(=O)N[C@H]2C[C@H]2c2ccccc2)N1,UGSLDMJXBQKDCT-PRWSFJOGSA-N,UGSLDMJXBQKDCT
550,1.0,Fc1cccc(Br)c1NC1=NCCN1,KDPNLRQZHDJRFU-UHFFFAOYSA-N,KDPNLRQZHDJRFU
551,1.0,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,GVPIXRLYKVFFMK-UHFFFAOYSA-N,GVPIXRLYKVFFMK
552,1.0,c1cncc(CC2(Cc3ccncc3)c3cccnc3-c3ncccc32)c1,FFISORTVPKVCNJ-UHFFFAOYSA-N,FFISORTVPKVCNJ
553,1.0,CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,UNAANXDKBXWMLN-INIZCTEOSA-N,UNAANXDKBXWMLN
554,1.0,CN1CCN(c2ccccc2Cc2ccccc2)CC1,SDJWUEKTZZQYLK-UHFFFAOYSA-N,SDJWUEKTZZQYLK
555,1.0,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,FJUKDAZEABGEIH-UHFFFAOYSA-N,FJUKDAZEABGEIH
556,1.0,CN(C)C[C@H]1COC2(O1)c1ccccc1COc1ccccc12,CMEBTCWURHMCEE-FUKCDUGKSA-N,CMEBTCWURHMCEE
557,1.0,CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,PKXWXHGLEXOSQK-UHFFFAOYSA-N,PKXWXHGLEXOSQK
558,1.0,CC(C)(C)[C@@H](O)/C=C/c1ccc2c(c1)OCO2,IBLNKMRFIPWSOY-IYNGYCSASA-N,IBLNKMRFIPWSOY
559,1.0,COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCCN1C,QCKAYJICSQJJCU-JTQLQIEISA-N,QCKAYJICSQJJCU
560,1.0,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,HMHVCUVYZFYAJI-UHFFFAOYSA-N,HMHVCUVYZFYAJI
561,1.0,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,RMXOUBDDDQUBKD-UHFFFAOYSA-N,RMXOUBDDDQUBKD
562,1.0,Cn1nc(-c2cccc(F)c2)n(C)c1=S,IWDUZEHNLHFBRZ-UHFFFAOYSA-N,IWDUZEHNLHFBRZ
563,1.0,O=C1CCC(n2c(O)c3c(c2O)C2CCC3C2)C(=O)N1,SCTDZZSVHLRFLN-UHFFFAOYSA-N,SCTDZZSVHLRFLN
564,1.0,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,LJBBMCNHIUJBDU-UHFFFAOYSA-N,LJBBMCNHIUJBDU
565,1.0,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,OJOSYHJYEWUYGU-UHFFFAOYSA-N,OJOSYHJYEWUYGU
566,1.0,CCNCc1c(CSC)cnc(C)c1O,VGWRNXUFWFDSCH-UHFFFAOYSA-N,VGWRNXUFWFDSCH
567,1.0,COc1ccc([C@H](O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,PIKMDZDCXCAPEF-XMMPIXPASA-N,PIKMDZDCXCAPEF
568,1.0,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,BRPOADLGOFPKKJ-UHFFFAOYSA-N,BRPOADLGOFPKKJ
569,1.0,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,OYKONKGGKFFMDV-UHFFFAOYSA-N,OYKONKGGKFFMDV
570,1.0,CCCCCCSc1nsnc1C1=CCCN(C)C1,XUHMGFKQBWZWPO-UHFFFAOYSA-N,XUHMGFKQBWZWPO
571,1.0,OCCN1CCN(CCC[C@H]2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,BJWAPFORUPUXRJ-SFHVURJKSA-N,BJWAPFORUPUXRJ
572,1.0,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,ZRCUMOBNOPSLKM-UHFFFAOYSA-N,ZRCUMOBNOPSLKM
573,1.0,COc1ccc2c3c1O[C@@H]1C(OC(C)=O)=CC[C@@H]4C(C2)N(C)CCC314,RRJQTGHQFYTZOW-IGCMHAGFSA-N,RRJQTGHQFYTZOW
574,1.0,C=CCC1([C@@H]2C=CCCC2)C(=O)NC(=S)NC1=O,PXLVRFQEBVNJOH-SECBINFHSA-N,PXLVRFQEBVNJOH
575,1.0,CN(C)c1nc(O)c(-c2ccccc2)o1,VULWOVZBUSNYEF-UHFFFAOYSA-N,VULWOVZBUSNYEF
576,1.0,CN1c2ccccc2[C@H](NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,JICJBGPOMZQUBB-NRFANRHFSA-N,JICJBGPOMZQUBB
577,1.0,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,GMIILPOVBUNJBY-UHFFFAOYSA-N,GMIILPOVBUNJBY
578,1.0,S=C1NCC[C@@H](COc2ccccc2)O1,NIPRGEWHJUTVQK-JTQLQIEISA-N,NIPRGEWHJUTVQK
579,1.0,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NC[C@@H]2C1,ICHHTOMWWAMJQP-CYBMUJFWSA-N,ICHHTOMWWAMJQP
580,1.0,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,YDLQKLWVKKFPII-UHFFFAOYSA-N,YDLQKLWVKKFPII
581,1.0,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,HJLSLZFTEKNLFI
582,1.0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,ZFZPJDFBJFHYIV-UHFFFAOYSA-N,ZFZPJDFBJFHYIV
583,1.0,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)N[C@@H](C)CC(C)(C)N(C)C)C2,CXGGLKVQGDLNGH-HKALDPMFSA-N,CXGGLKVQGDLNGH
584,1.0,C[C@@H](Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,OSXOGVJHQHLKFO-SFHVURJKSA-N,OSXOGVJHQHLKFO
585,1.0,CNCCO[C@@H](c1ccccc1)c1ccccc1C,PNYKGCPSFKLFKA-KRWDZBQOSA-N,PNYKGCPSFKLFKA
586,1.0,CCC1(O)CCN2CCc3ccc(C)cc3[C@@H]2C1,XGCBETZGOIOAKF-VYRBHSGPSA-N,XGCBETZGOIOAKF
587,1.0,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,PCTRYMLLRKWXGF-UHFFFAOYSA-N,PCTRYMLLRKWXGF
588,1.0,CC1(C)O[C@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)c2cc3ccccc3o2)O1,NGCVHANFQXXPKS-QSTOEWKVSA-N,NGCVHANFQXXPKS
589,1.0,OC(Br)(Br)CBr,NUBMPIKHQPKNNS-UHFFFAOYSA-N,NUBMPIKHQPKNNS
590,1.0,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,NLRFFZRHTICQBO-UHFFFAOYSA-N,NLRFFZRHTICQBO
591,1.0,O=C1N([C@@H](O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,UXTUMHQBXBTZOF-HNNXBMFYSA-N,UXTUMHQBXBTZOF
592,1.0,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,NOYPYLRCIDNJJB-UHFFFAOYSA-N,NOYPYLRCIDNJJB
593,1.0,N=C(N=O)c1[nH][nH]c2ccccc2n(Cc2ccccc2)c1O,QILQFILVKAOEAQ-UHFFFAOYSA-N,QILQFILVKAOEAQ
594,1.0,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,WZSDNEJJUSYNSG-UHFFFAOYSA-N,WZSDNEJJUSYNSG
595,1.0,C=CCON=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,DTMPGSXFUXZBDK-UHFFFAOYSA-N,DTMPGSXFUXZBDK
596,1.0,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,BXNRTMZZILHVNJ-UHFFFAOYSA-N,BXNRTMZZILHVNJ
597,1.0,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,DJEFRLDEQKSNLM-UHFFFAOYSA-N,DJEFRLDEQKSNLM
598,1.0,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-MRXNPFEDSA-N,PNVNVHUZROJLTJ
599,1.0,C=CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,RYJXBGGBZJGVQF-LBPRGKRZSA-N,RYJXBGGBZJGVQF
600,1.0,CCOc1ccccc1OC[C@@H]1CNCCO1,YWPHCCPCQOJSGZ-NSHDSACASA-N,YWPHCCPCQOJSGZ
601,1.0,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,WJJYZXPHLSLMGE-UHFFFAOYSA-N,WJJYZXPHLSLMGE
602,1.0,OCCCN1CCN(CCC[C@H]2c3ccccc3Sc3ccc(Cl)cc32)CC1,VQLAZPRVCPICCQ-IBGZPJMESA-N,VQLAZPRVCPICCQ
603,1.0,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,AHDBQMJRRXVRDY-UHFFFAOYSA-N,AHDBQMJRRXVRDY
604,1.0,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,GDSCFOSHSOWNDL-UHFFFAOYSA-N,GDSCFOSHSOWNDL
605,1.0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-INIZCTEOSA-N,GBBSUAFBMRNDJC
606,1.0,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,HDOZVRUNCMBHFH-UHFFFAOYSA-N,HDOZVRUNCMBHFH
607,1.0,C=CCn1c(O)c(CC(C)C)[nH]c1=S,WLQDYYWKKXDQFW-UHFFFAOYSA-N,WLQDYYWKKXDQFW
608,1.0,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,ZZHLYYDVIOPZBE-AWEZNQCLSA-N,ZZHLYYDVIOPZBE
609,1.0,CCC(=O)OC1(c2ccccc2)CCN(C)C[C@@H]1C,UVAZQQHAVMNMHE-KNVGNIICSA-N,UVAZQQHAVMNMHE
610,1.0,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,JRTIDHTUMYMPRU-UHFFFAOYSA-N,JRTIDHTUMYMPRU
611,1.0,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,HBGWAZBZXJBYQD-UHFFFAOYSA-N,HBGWAZBZXJBYQD
612,1.0,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,WHHHJDGNBVQNAU-UHFFFAOYSA-N,WHHHJDGNBVQNAU
613,1.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,ROBVIMPUHSLWNV-UHFFFAOYSA-N,ROBVIMPUHSLWNV
614,1.0,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N,QWGDMFLQWFTERH
615,1.0,COc1ccccc1N1CCN(CCC[C@H](O)c2ccc(F)cc2)CC1,LCZRXFYSMJIDQQ-FQEVSTJZSA-N,LCZRXFYSMJIDQQ
616,1.0,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,HQTNJPCZUQAYAB-UHFFFAOYSA-N,HQTNJPCZUQAYAB
617,1.0,CN1[C@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-ADTLFGHVSA-N,RKUNBYITZUJHSG
618,1.0,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,KRNDIPHOJLIHRI-UHFFFAOYSA-N,KRNDIPHOJLIHRI
619,1.0,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,SRIJFPBZWUFLFD-UHFFFAOYSA-N,SRIJFPBZWUFLFD
