,SMILES_raw,status_bbb,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
416,CC(C)(C)NCC(O)C1=CC=CC=C1F,1,CC(C)(C)NCC(O)c1ccccc1F,XTJMTDZHCLBKFU-UHFFFAOYSA-N,XTJMTDZHCLBKFU
417,CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=CC=C(C=C13)C(F)(F)F,1,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,VHEOUJNDDFHPGJ-UHFFFAOYSA-N,VHEOUJNDDFHPGJ
418,CCOC(=O)N(CCN(C)C)C1=CC=CC(=C1)C(F)(F)F,1,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,NBODAQXRWMHEBP-UHFFFAOYSA-N,NBODAQXRWMHEBP
419,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2,1,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,RTHCYVBBDHJXIQ
420,S(C=1C=2C(OC3=C(C1)C=C(F)C=C3)=CC=CC2)CCNC,1,CNCCSC1=Cc2cc(F)ccc2Oc2ccccc21,CHPITGJOZSVPGL-UHFFFAOYSA-N,CHPITGJOZSVPGL
421,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,1,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,CJOFXWAVKWHTFT-UHFFFAOYSA-N,CJOFXWAVKWHTFT
422,CN(C)CCC(C1CCCCC1)C2=CC=CC=C2,1,CN(C)CCC(c1ccccc1)C1CCCCC1,AJDSHXKJJDQZCJ-UHFFFAOYSA-N,AJDSHXKJJDQZCJ
423,CN1CCC(CC1)OC2C3=CC=CC=C3CCC4=CC=CC=C24,1,CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,MNIZCABHARMLFF-UHFFFAOYSA-N,MNIZCABHARMLFF
424,O1CCN(CC1)CCNC2=NNC(C=C2C)=C3C=CC(=O)C=C3,1,Cc1cc(-c2ccc(O)cc2)nnc1NCCN1CCOCC1,ADRHYFBXMFKHDO-UHFFFAOYSA-N,ADRHYFBXMFKHDO
425,OCCN1CC=CN(CCCN2C=3C(C=CC=4C2=CC=CC4)=CC=CC3)C=C1,1,OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1,LBRVYMQOTUTVQR-UHFFFAOYSA-N,LBRVYMQOTUTVQR
426,CC1=CC=CC(=C1C)OC2CCNCC2O,1,Cc1cccc(OC2CCNCC2O)c1C,ZHFIAFNZGWCLHU-UHFFFAOYSA-N,ZHFIAFNZGWCLHU
427,C1COC(CN1)COC2=CC=CC3=C2CC=C3,1,C1=Cc2cccc(OCC3CNCCO3)c2C1,MADRVGBADLFHMO-UHFFFAOYSA-N,MADRVGBADLFHMO
428,CN(C)CCCN1C2=C(C=3C=CC=CC13)CCCCCC2,1,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,PLIGPBGDXASWPX-UHFFFAOYSA-N,PLIGPBGDXASWPX
429,COC1=CC=C2N=CC=C(C2=C1)CCCC3CCNCC3C=C,1,C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,XFXANHWIBFMEOY-UHFFFAOYSA-N,XFXANHWIBFMEOY
430,CN(C)C(C)(CO)CC1=CC=C(C(=C1)Cl)Cl,1,CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1,FWYRGHMKHZXXQX-UHFFFAOYSA-N,FWYRGHMKHZXXQX
431,ClC1=CC=C(C=C1)C(=O)NCCCN2CCOCC2,1,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,YYFGRAGNYHYWEZ-UHFFFAOYSA-N,YYFGRAGNYHYWEZ
432,CNCCC=C1C2=CC=CC=C2C(C)(C)C3=CC=CC=C13,1,CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,AUZMDLDJTGPIEA-UHFFFAOYSA-N,AUZMDLDJTGPIEA
433,CN1CCC23NC(=O)CC(C2C1)C4=CC(=CC=C4O3)Cl,1,CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1,MJRPHRMGEKCADU-UHFFFAOYSA-N,MJRPHRMGEKCADU
434,CN1CC2CC3=CC=C(C=C3C(C2C1)C4=CC=CC=C4)Cl,1,CN1CC2Cc3ccc(Cl)cc3C(c3ccccc3)C2C1,ZHKXDUQRKZQCQV-UHFFFAOYSA-N,ZHKXDUQRKZQCQV
435,CN(C)CCC1(CCC2=CC=CC=C2C1=O)C3=CC=CC=C3,1,CN(C)CCC1(c2ccccc2)CCc2ccccc2C1=O,IOKKIRANVRFSAH-UHFFFAOYSA-N,IOKKIRANVRFSAH
436,CN(C)C(CCOC1=CC=CC=2C=CC=CC21)C3=CC=CC=C3,1,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,USRHYDPUVLEVMC-UHFFFAOYSA-N,USRHYDPUVLEVMC
437,CNCCC(OC1=CC=CC=2C=CC=CC12)C=3SC=CC3,1,CNCCC(Oc1cccc2ccccc12)c1cccs1,ZEUITGRIYCTCEM-UHFFFAOYSA-N,ZEUITGRIYCTCEM
438,OC1(N2CCN=C2C3=CC=CC=C13)C4=CC=C(C=C4)Cl,1,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,ZPXSCAKFGYXMGA
439,CN1N=C(N(C)C1=S)C2=CC=CC(=C2)F,1,Cn1nc(-c2cccc(F)c2)n(C)c1=S,IWDUZEHNLHFBRZ-UHFFFAOYSA-N,IWDUZEHNLHFBRZ
440,CN(C)CCC=C1C2=CC=CC=C2C(C)(C)C3=CC=CC=C13,1,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,GWWLWDURRGNSRS-UHFFFAOYSA-N,GWWLWDURRGNSRS
441,COC1=CC=C2N3C4=C(C2=C1)CCN=C4N(C)CC3,1,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,GVXBHSBKKJRBMS-UHFFFAOYSA-N,GVXBHSBKKJRBMS
442,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C24,1,CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N,UEQUQVLFIPOEMF
443,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,1,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,GJJFMKBJSRMPLA-UHFFFAOYSA-N,GJJFMKBJSRMPLA
444,CNCCCN1C2=CC=CC=C2C(C)(C)C3=CC=CC=C13,1,CNCCCN1c2ccccc2C(C)(C)c2ccccc21,PGSOFANFWNSSRA-UHFFFAOYSA-N,PGSOFANFWNSSRA
445,CNC(CC1=CC=C2C=CC=CC2=C1)=NC,1,CN=C(Cc1ccc2ccccc2c1)NC,NAHCWQNNENHGNH-UHFFFAOYSA-N,NAHCWQNNENHGNH
446,C1CN=C(CC2=CC3=CC=CC=C3CC2)N1,1,C1=C(CC2=NCCN2)CCc2ccccc21,WETRBJOSGIDJHQ-UHFFFAOYSA-N,WETRBJOSGIDJHQ
447,CCC1=NN(CCCN2CCN(CC2)C3=CC=CC(=C3)Cl)C(=O)N1CCOC4=CC=CC=C4,1,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,VRBKIVRKKCLPHA
448,CNCCC(OC1=CC=CC=C1OC)C2=CC=CC=C2,1,CNCCC(Oc1ccccc1OC)c1ccccc1,ITJNARMNRKSWTA-UHFFFAOYSA-N,ITJNARMNRKSWTA
449,NC(=N)C=1OC(=CC1)C2=CC=CC=C2[N+]([O-])=O,1,N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1,FYUZOMGBPKUZNJ-UHFFFAOYSA-N,FYUZOMGBPKUZNJ
450,CNCC=C(C1=CC=C(C=C1)Br)C2=CC=CN=C2,1,CNCC=C(c1ccc(Br)cc1)c1cccnc1,AZFZKANGXPSDEA-UHFFFAOYSA-N,AZFZKANGXPSDEA
451,CN1CC(C2=CC=CC=C2)C3=CC=CC(=C3C1)N,1,CN1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-N,XXPANQJNYNUNES
452,ClC1=CC=C2C(=C1)C(=CC3CN4CCC3CC4)C5=CC=CC=C5S2,1,Clc1ccc2c(c1)C(=CC1CN3CCC1CC3)c1ccccc1S2,FCXKKBQJIUTOHH-UHFFFAOYSA-N,FCXKKBQJIUTOHH
453,OCCN1CCN(CCCN2C3=CC=CC=C3C=CC4=CC=CC=C24)CC1,1,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,YNZFUWZUGRBMHL-UHFFFAOYSA-N,YNZFUWZUGRBMHL
454,CC(C)N1CCOC(C1)C2=CC=CC(=C2)C(F)(F)F,1,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,FVYUQFQCEOZYHZ-UHFFFAOYSA-N,FVYUQFQCEOZYHZ
455,NC(CC1=CNC=2C=CC(=CC12)O)C(O)=O,1,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,LDCYZAJDBXYCGN
456,NC(=O)CN1C(=O)COC2=CC=CC=C12,1,NC(=O)CN1C(=O)COc2ccccc21,ZHDATZMWGSUDMP-UHFFFAOYSA-N,ZHDATZMWGSUDMP
457,FC1=CC=C(C=C1)C2CCNCC2COC3=CC=C4C(=C3)OCO4,1,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-UHFFFAOYSA-N,AHOUBRCZNHFOSL
458,C1CN(CCN1)C2=CC=3C=CC=CC3C(=N2)C4=CC=CC=C4,1,c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1,BHHDTFRLKOTSKW-UHFFFAOYSA-N,BHHDTFRLKOTSKW
459,CC(=O)OC(C1CCCCN1)C2=CC=CC=C2,1,CC(=O)OC(c1ccccc1)C1CCCCN1,BKPLVPRTTWIDNL-UHFFFAOYSA-N,BKPLVPRTTWIDNL
460,O=C(N1CCN(CC1)CC2=CC=CC=C2)C3=CC=CC=N3,1,O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1,TZFUBYYADABEAV-UHFFFAOYSA-N,TZFUBYYADABEAV
461,CN1CCN(CC1)C2=CC3=C(N=N2)OC4=CC=CC=C4N3C,1,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,SDYYIRPAZHJOLM-UHFFFAOYSA-N,SDYYIRPAZHJOLM
462,CC1=CC=C2N3C4=C(C2=C1)CCCC4NCC3,1,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,IWVRVEIKCBFZNF-UHFFFAOYSA-N,IWVRVEIKCBFZNF
463,CN1CCC(CC1)=C2C=3C=CSC3CCC4=CC=CC=C24,1,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,FIADGNVRKBPQEU-UHFFFAOYSA-N,FIADGNVRKBPQEU
464,O=C1NC(=O)C(CC2CCCCN2)(C(=O)N1)C3=CC=CC=C3,1,O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1,UGZAKKMLMJITLL-UHFFFAOYSA-N,UGZAKKMLMJITLL
465,CCN1CCC(C1)=C(C2=CC=CC=C2)C3=CC=CC=C3,1,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,BJUHVJHOJBHLJS-UHFFFAOYSA-N,BJUHVJHOJBHLJS
466,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C35,1,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,JCBQCKFFSPGEDY-UHFFFAOYSA-N,JCBQCKFFSPGEDY
467,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,1,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CBQGYUDMJHNJBX-UHFFFAOYSA-N,CBQGYUDMJHNJBX
468,O=C1CCN=C2CC(CN12)C3=CC=CC=C3,1,O=C1CCN=C2CC(c3ccccc3)CN12,JFKIAPMUYQUVHX-UHFFFAOYSA-N,JFKIAPMUYQUVHX
469,O=C(NC1C(C1)C2=CC=CC=C2)C3NC(=O)CC3,1,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,UGSLDMJXBQKDCT-UHFFFAOYSA-N,UGSLDMJXBQKDCT
470,NCCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2,1,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,WIQRCHMSJFFONW-UHFFFAOYSA-N,WIQRCHMSJFFONW
471,CNC1CCC(C2=CC=C(C(=C2)Cl)Cl)C3=CC=CC=C31,1,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,VGKDLMBJGBXTGI-UHFFFAOYSA-N,VGKDLMBJGBXTGI
472,C1CC(CCN1)OCC2=CC=C3C=CC=CC3=C2,1,c1ccc2cc(COC3CCNCC3)ccc2c1,MJJDYOLPMGIWND-UHFFFAOYSA-N,MJJDYOLPMGIWND
473,ClC1=CC=C(C=C1)C2C3CCC(C3)C24CCC(=N4)N5CCOCC5,1,Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1,KIYTZWUWLDEAMW-UHFFFAOYSA-N,KIYTZWUWLDEAMW
474,CCN1CCCC1CNC(=O)C2=CC(=CC=C2OC)S(N)(=O)=O,1,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,BGRJTUBHPOOWDU
475,CCN1CCCC1CNC(=O)C2=CC(S(=O)(=O)CC)=CC=C2OC,1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,UNRHXEPDKXPRTM-UHFFFAOYSA-N,UNRHXEPDKXPRTM
476,CNCCCC1(OC(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,1,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,LJBBMCNHIUJBDU-UHFFFAOYSA-N,LJBBMCNHIUJBDU
477,CNCCCC1(SC(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,1,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,FKHYYOUFMJBLAF-UHFFFAOYSA-N,FKHYYOUFMJBLAF
478,CNC1CCC(C2=CC=CC=C2)C3=CC=CC=C13,1,CNC1CCC(c2ccccc2)c2ccccc21,NVXPZMLRGBVYQV-UHFFFAOYSA-N,NVXPZMLRGBVYQV
479,CN(C)CCCN1C2=CC=CC=C2C(=NC3=CC=CN=C13)C4=CC=CC=C4,1,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,WRHGGQFJPWBBTG-UHFFFAOYSA-N,WRHGGQFJPWBBTG
480,CCN1C=2C=CC=CC2C3=C1C(C)(CCN(C)C)SCC3,1,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,BRPOADLGOFPKKJ-UHFFFAOYSA-N,BRPOADLGOFPKKJ
481,CN(C)CCN1C(=O)CC(SC2=CC=CC=C12)C3=CC=CC=C3,1,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,QJJXOEFWXSQISU-UHFFFAOYSA-N,QJJXOEFWXSQISU
482,S=C1NCCC(COC2=CC=CC=C2)O1,1,S=C1NCCC(COc2ccccc2)O1,NIPRGEWHJUTVQK-UHFFFAOYSA-N,NIPRGEWHJUTVQK
483,CCN1CCC=2NC=3C=C(C=4SC=C(C4C3C2C1)C)F,1,CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1,BNKIWXODDDABSJ-UHFFFAOYSA-N,BNKIWXODDDABSJ
484,NC1=CC(=CC=C1N2CCSC2=N)Cl,1,N=C1SCCN1c1ccc(Cl)cc1N,YYPCUGJKDYEIHT-UHFFFAOYSA-N,YYPCUGJKDYEIHT
485,CN1CC(CSC2=CC=CC=N2)C=C3C1CC4=CNC=5C=CC=C3C45,1,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,VCRAKEDGLIINLR-UHFFFAOYSA-N,VCRAKEDGLIINLR
486,COC1=CC2=C(C=C1OC)S(=O)(=O)OC(C2)C(=O)NC(C)CC(C)(C)N(C)C,1,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,CXGGLKVQGDLNGH-UHFFFAOYSA-N,CXGGLKVQGDLNGH
487,CNCCOC(C1=CC=CC=C1)C2=CC=CC=C2C,1,CNCCOC(c1ccccc1)c1ccccc1C,PNYKGCPSFKLFKA-UHFFFAOYSA-N,PNYKGCPSFKLFKA
488,CCC1(O)CCN2CCC3=CC=C(C=C3C2C1)C,1,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,XGCBETZGOIOAKF-UHFFFAOYSA-N,XGCBETZGOIOAKF
489,CNCCC(OC1=CC=CC=C1C)C2=CC=CC=C2,1,CNCCC(Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-UHFFFAOYSA-N,VHGCDTVCOLNTBX
490,CN(C)C1=NC(=O)C(O1)C2=CC=CC=C2,1,CN(C)c1nc(O)c(-c2ccccc2)o1,VULWOVZBUSNYEF-UHFFFAOYSA-N,VULWOVZBUSNYEF
491,O=C1N(C=2C(NNC1=C(N)N=O)=CC=CC2)CC3=CC=CC=C3,1,N=C(N=O)c1[nH][nH]c2ccccc2n(Cc2ccccc2)c1O,QILQFILVKAOEAQ-UHFFFAOYSA-N,QILQFILVKAOEAQ
492,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCCCCCC2,1,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,WZSDNEJJUSYNSG-UHFFFAOYSA-N,WZSDNEJJUSYNSG
493,NC(CC1=CNC=2C=CC=CC12)C(O)=O,1,NC(Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-UHFFFAOYSA-N,QIVBCDIJIAJPQS
494,COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2,1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-UHFFFAOYSA-N,PNVNVHUZROJLTJ
495,CCOC1=CC=CC=C1OCC2CNCCO2,1,CCOc1ccccc1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,YWPHCCPCQOJSGZ
496,NCC1CN(CC2=CC=CC=C2)C(=O)C1,1,NCC1CC(=O)N(Cc2ccccc2)C1,LCAFGJGYCUMTGS-UHFFFAOYSA-N,LCAFGJGYCUMTGS
497,CC(C)C(CCCCCC(O)=O)NCC1=CC=C(C=C1)F,1,CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1,YZYKBQUWMPUVEN-UHFFFAOYSA-N,YZYKBQUWMPUVEN
498,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CC=CN=C2,1,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,OYPPVKRFBIWMSX-UHFFFAOYSA-N,OYPPVKRFBIWMSX
499,ClC=1C(C2=NCCN=C3N(NC(=C32)C)C)=CC=CC1,1,Cc1nn(C)c2c1C(c1ccccc1Cl)=NCCN2,QKNYDTJTUVBSSA-UHFFFAOYSA-N,QKNYDTJTUVBSSA
500,CC(C)N1C=C2C=3C(=CC=CC13)C4CC(CN(C)C4C2)C(=O)NC5CCCCC5,1,CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCCC3)CN(C)C1C2,KEMOOQHMCGCZKH-UHFFFAOYSA-N,KEMOOQHMCGCZKH
501,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2C(C)(C)C,1,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,OGNRRAFRDFGFKA-UHFFFAOYSA-N,OGNRRAFRDFGFKA
502,OC(=O)C1CCN1C23CC4CC(CC(C4)C2)C3,1,O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,VPBLOJFGPORKQA-UHFFFAOYSA-N,VPBLOJFGPORKQA
503,COC1=CC=C(C=C1OC)C(O)CN2CCN(CC2)C3=CC=CC=CC3=O,1,COc1ccc(C(O)CN2CCN(c3cccccc3=O)CC2)cc1OC,SGEKLKJQLHJVDK-UHFFFAOYSA-N,SGEKLKJQLHJVDK
504,CN1CC(CC#N)CC2C1CC3=CNC=4C=CC=C2C34,1,CN1CC(CC#N)CC2c3cccc4[nH]cc(c34)CC21,LBMFWYCMCHRLBU-UHFFFAOYSA-N,LBMFWYCMCHRLBU
505,CN(C)CCCN1C2=CC=CC=C2C=CC3=CC=CC=C13,1,CN(C)CCCN1c2ccccc2C=Cc2ccccc21,AFBYHZACPPSJKD-UHFFFAOYSA-N,AFBYHZACPPSJKD
506,OC1=CC=C(C=C1O)CCNC(=O)C23CC4CC(CC(C4)C2)C3,1,O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2,ZWKFENYDXISLGK-UHFFFAOYSA-N,ZWKFENYDXISLGK
507,CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,1,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,FBYFJOVKHROJSY-UHFFFAOYSA-N,FBYFJOVKHROJSY
508,OCC(NC(=O)CN=[N+]=[N-])C(O)C1=CC=C(C=C1)[N+]([O-])=O,1,[N-]=[N+]=NCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,SGRUZFCHLOFYHZ-UHFFFAOYSA-N,SGRUZFCHLOFYHZ
509,CC(=O)C1=CC=C(C=C1)C(O)C(CO)NC(=O)C(Cl)Cl,1,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,PKUBDVAOXLEWBF-UHFFFAOYSA-N,PKUBDVAOXLEWBF
510,CS(=O)(=O)C1=CC=C(C=C1)C(O)C(CF)NC(=O)C(Cl)Cl,1,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,AYIRNRDRBQJXIF-UHFFFAOYSA-N,AYIRNRDRBQJXIF
511,CS(=O)(=O)C1=CC=C(C=C1)C(O)C(CO)NC(=O)C(Cl)Cl,1,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,OTVAEFIXJLOWRX-UHFFFAOYSA-N,OTVAEFIXJLOWRX
512,O=N(=O)C1=CN=C(N1CC(O)CCl)C,1,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,IPWKIXLWTCNBKN-UHFFFAOYSA-N,IPWKIXLWTCNBKN
513,O=S(NC1=NOC(C)=C1)(C2=CC=C(N)C=C2)=O,1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,JLKIGFTWXXRPMT
514,S1C(=C(N=C1[H])C=2N(C=3C(N2)=C(C(=C(C3[H])[H])[H])[H])[H])[H],1,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N,WJCNZQLZVWNLKY
515,O=N(=O)C1=CN=C(N1CCS(=O)(=O)CC)C,1,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,HJLSLZFTEKNLFI
516,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,1,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,IEDVJHCEMCRBQM
517,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(C=C3F)F,1,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,RFHAOTPXVQNOHP
518,NC1=NC=2N(C=NC2C(=O)N1)CCC(O)CO,1,Nc1nc(=O)c2ncn(CCC(O)CO)c2[nH]1,QOVUZUCXPAZXDZ-UHFFFAOYSA-N,QOVUZUCXPAZXDZ
519,NC1=NC=C2N=CN(C2=N1)COCCO,1,Nc1ncc2ncn(COCCO)c2n1,OKQHSIGMOWQUIK-UHFFFAOYSA-N,OKQHSIGMOWQUIK
520,CC(C)C(N)C(=O)OCC(CO)OCN1C=NC2=C1N=C(N)NC2=O,1,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,WPVFJKSGQUFQAP-UHFFFAOYSA-N,WPVFJKSGQUFQAP
521,CC(C)OCC(COC(C)C)OCN1C=NC=2C=NC(=NC12)N,1,CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21,FBHWXSOQXQBXER-UHFFFAOYSA-N,FBHWXSOQXQBXER
522,CN(C)CC1=NN=C2N1C3=CC=C(C=C3C(=NC2)C4=CC=CC=C4)Cl,1,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,GJSLOMWRLALDCT-UHFFFAOYSA-N,GJSLOMWRLALDCT
523,CCOC(=O)N1CCC(=O)N(C2=CC=CC=C2)C3=CC(=CC=C13)Cl,1,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,NXJWVCHVPUCWJS-UHFFFAOYSA-N,NXJWVCHVPUCWJS
524,S1C2=C(CCCC2)C=3C1=NC(=O)CNC3C4=CC=CC=C4,1,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,AIZFEOPQVZBNGH-UHFFFAOYSA-N,AIZFEOPQVZBNGH
525,BrC1=CC=C2C(=C1)C(=NCC(=O)N2)C3=CC=CC=N3,1,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,VMIYHDSEFNYJSL-UHFFFAOYSA-N,VMIYHDSEFNYJSL
526,CC1=NN=C2N1C=3SC(=CC3C(=NC2)C4=CC=CC=C4Cl)Br,1,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,UMSGKTJDUHERQW-UHFFFAOYSA-N,UMSGKTJDUHERQW
527,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C3=CC(=CC=C3N(C)C1=O)Cl,1,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,PXBVEXGRHZFEOF-UHFFFAOYSA-N,PXBVEXGRHZFEOF
528,CN1C(=O)CN(C(C2=CC=CC=C2)C3=CC(=CC=C13)Cl)C(N)=O,1,CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21,HFFJORVBQWPILU-UHFFFAOYSA-N,HFFJORVBQWPILU
529,ClC1=CC=CC=C1C2=NCC3=NN=C(N3C=4SC(=CC24)Br)C5CCCCC5,1,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,ZOSHXIXUCKESEG-UHFFFAOYSA-N,ZOSHXIXUCKESEG
530,OC1N=C(C2=CC=CC=C2F)C3=CC(=CC=C3N(CCC#N)C1=O)Cl,1,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,XAXMYHMKTCNRRZ-UHFFFAOYSA-N,XAXMYHMKTCNRRZ
531,CN1C(=O)CN2CCC3=CC=CC=C3C2C4=CC(=CC=C41)Cl,1,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,YAQKGZXXQNKEET-UHFFFAOYSA-N,YAQKGZXXQNKEET
532,CC1=NC=C2N1C3=CC=C(C=C3C(=NC2)C4=CC=CC=C4Cl)Cl,1,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,CHCISLOJADQUNQ-UHFFFAOYSA-N,CHCISLOJADQUNQ
